Date,Daily Average,Weekly Average
2022-03-22,21.6623125,18.2519737261905
2022-03-23,22.6065625,18.085450139881
2022-03-24,22.9043333333333,18.4578459732143
2022-03-25,21.1273541666667,18.8110899791667
2022-03-26,19.4914583333333,20.5786703869048
2022-03-27,17.1036304347826,21.0610543478261
2022-03-28,21.219330125,20.8735687704451
2022-03-29,25.4263358333333,21.4112863894928
2022-03-30,23.7786982916667,21.5787343597309
2022-03-31,24.5592083541667,21.8151450769928
2022-04-01,26.7247421666667,22.6147719341356
2022-04-02,24.6114108958333,23.3461937287785
2022-04-03,20.3032083333333,23.8032762857143
2022-04-04,17.9238541666667,23.3324940059524
2022-04-05,20.0380208333333,22.5627347202381
2022-04-06,20.4632929583333,22.0891053869048
2022-04-07,21.2076252708333,21.6103078035714
2022-04-08,21.1394409583333,20.8124076309524
2022-04-09,21.8031666666667,20.4112298839286
2022-04-10,18.16480875,20.1057442291667
2022-04-11,15.8892083333333,19.8150805386905
2022-04-12,20.8882293541667,19.9365388988095
2022-04-13,19.391854625,19.7834762797619
2022-04-14,16.0668512083333,19.049079985119
2022-04-15,13.346242625,17.9357659375
2022-04-16,11.2258570416667,16.4247217053571
2022-04-17,9.843535875,15.2359684375
2022-04-18,12.9492570625,14.8159753988095
2022-04-19,12.1128196666667,13.5623454434524
2022-04-20,15.5247991666667,13.0099089494048
2022-04-21,14.3066104166667,12.7584459791667
2022-04-22,14.9942291666667,12.9938726279762
2022-04-23,16.3518262083333,13.7261539375
2022-04-24,13.9130213541667,14.3075090059524
2022-04-25,22.216542,15.6314068541667
2022-04-26,15.774749125,16.1545396339286
2022-04-27,16.4966727916667,16.2933787232143
2022-04-28,17.884122125,16.8044518244048
2022-04-29,14.7472195416667,16.7691647351191
2022-04-30,9.85645833333333,15.8412550386905
2022-05-01,11.4675849166667,15.4919069761905
2022-05-02,16.846480125,14.7247552797619
2022-05-03,19.4474791666667,15.249431
2022-05-04,15.8305244375,15.1542669494048
2022-05-05,12.779431625,14.4250254494048
2022-05-06,12.2890594791667,14.0738597261905
2022-05-07,17.5996254583333,15.1800264583333
2022-05-08,13.9154166666667,15.5297167083333
2022-05-09,7.9483840625,14.2585601279762
2022-05-10,6.7765325,12.448424889881
2022-05-11,5.39489583333333,10.9576208035714
2022-05-12,7.46234797916667,10.1980374255952
2022-05-13,8.5938125,9.670145
2022-05-14,10.78186625,8.69617939880953
2022-05-15,11.3334345416667,8.32732480952381
2022-05-16,14.0594793333333,9.20033841964286
2022-05-17,13.6611129583333,10.1838499136905
2022-05-18,7.86038075,10.5360620446429
2022-05-19,12.0673981041667,11.1939263482143
2022-05-20,8.58335416666667,11.1924323005952
2022-05-21,12.8173387083333,11.4832140803571
2022-05-22,12.2969173125,11.6208544761905
2022-05-23,14.3014583333333,11.6554229047619
2022-05-24,12.1418125,11.4383799821429
2022-05-25,10.367396375,11.7965250714286
2022-05-26,10.8124791666667,11.6172509375
2022-05-27,12.4701313958333,12.172504827381
2022-05-28,16.2634189166667,12.664802
2022-05-29,16.1497904166667,13.2152124434524
2022-05-30,16.868162125,13.5818844136905
2022-05-31,13.2266120416667,13.7368557767857
2022-06-01,15.1419523958333,14.4189352083333
2022-06-02,16.42875,15.2212596130952
2022-06-03,12.3693006666667,15.2068552232143
2022-06-04,11.2900105416667,14.4963683125
2022-06-05,16.0821263958333,14.4867020238095
